agency,country,year,mission_type,status,cost_million,duration_days,crew_size,decade,is_success
JAXA,Japan,2003,Probe,Success,49.8,58,0,2000s,1
JAXA,Japan,2003,Satellite,Partial Success,129.6,15,0,2000s,0
JAXA,Japan,2004,Satellite,Success,509.7,521,0,2000s,1
JAXA,Japan,2004,Space Station,Success,5.0,299,4,2000s,1
JAXA,Japan,2004,Satellite,Success,485.7,138,0,2000s,1
JAXA,Japan,2005,Probe,Success,78.0,33,6,2000s,1
JAXA,Japan,2005,Probe,Success,138.7,46,0,2000s,1
JAXA,Japan,2005,Probe,Success,695.1,170,0,2000s,1
JAXA,Japan,2005,Satellite,Success,72.8,76,0,2000s,1
JAXA,Japan,2005,Probe,Success,237.0,154,0,2000s,1
JAXA,Japan,2006,Satellite,Success,5.0,188,0,2000s,1
JAXA,Japan,2006,Flyby,Success,127.0,358,0,2000s,1
JAXA,Japan,2007,Crewed,Success,302.7,50,6,2000s,1
JAXA,Japan,2007,Satellite,Failure,64.2,406,6,2000s,0
JAXA,Japan,2007,Satellite,Success,112.0,209,0,2000s,1
JAXA,Japan,2007,Satellite,Success,7.6,87,0,2000s,1
JAXA,Japan,2007,Probe,Success,58.0,38,0,2000s,1
JAXA,Japan,2008,Lander,Success,140.2,16,0,2000s,1
JAXA,Japan,2008,Probe,Success,201.8,42,2,2000s,1
JAXA,Japan,2008,Rover,Success,92.5,44,0,2000s,1
JAXA,Japan,2008,Satellite,Failure,33.3,76,0,2000s,0
JAXA,Japan,2008,Satellite,Success,51.3,49,0,2000s,1
JAXA,Japan,2009,Flyby,Success,464.1,289,0,2000s,1
JAXA,Japan,2009,Satellite,Success,46.5,126,0,2000s,1
JAXA,Japan,2009,Rover,Success,66.9,209,0,2000s,1
JAXA,Japan,2010,Crewed,Success,59.9,212,0,2010s,1
JAXA,Japan,2011,Lander,Success,655.7,45,0,2010s,1
JAXA,Japan,2011,Flyby,Success,25.5,250,0,2010s,1
JAXA,Japan,2011,Probe,Success,60.9,155,2,2010s,1
JAXA,Japan,2012,Probe,Success,55.7,36,0,2010s,1
JAXA,Japan,2012,Satellite,Success,93.5,25,4,2010s,1
JAXA,Japan,2012,Lander,Success,16.8,269,2,2010s,1
JAXA,Japan,2013,Telescope,Success,92.0,135,0,2010s,1
JAXA,Japan,2013,Satellite,Success,85.6,62,0,2010s,1
JAXA,Japan,2013,Lander,Success,237.7,32,0,2010s,1
JAXA,Japan,2014,Telescope,Success,303.7,317,0,2010s,1
JAXA,Japan,2014,Satellite,Success,7.6,53,0,2010s,1
JAXA,Japan,2014,Crewed,Success,429.7,169,2,2010s,1
JAXA,Japan,2015,Satellite,Success,909.4,55,0,2010s,1
JAXA,Japan,2015,Satellite,Success,178.9,232,2,2010s,1
JAXA,Japan,2015,Flyby,Failure,10.1,310,0,2010s,0
JAXA,Japan,2016,Satellite,Success,67.5,315,0,2010s,1
JAXA,Japan,2016,Satellite,Success,83.5,113,4,2010s,1
JAXA,Japan,2016,Satellite,Success,111.8,12,6,2010s,1
JAXA,Japan,2016,Probe,Success,65.8,206,0,2010s,1
JAXA,Japan,2017,Satellite,Success,136.6,366,2,2010s,1
JAXA,Japan,2017,Probe,Success,12.0,199,2,2010s,1
JAXA,Japan,2017,Crewed,Success,273.8,377,0,2010s,1
JAXA,Japan,2018,Rover,Success,214.1,8,2,2010s,1
JAXA,Japan,2018,Satellite,Success,118.6,17,0,2010s,1
JAXA,Japan,2019,Satellite,Success,132.9,330,0,2010s,1
JAXA,Japan,2019,Probe,Success,256.8,71,0,2010s,1
JAXA,Japan,2020,Telescope,Success,130.4,243,0,2020s,1
JAXA,Japan,2020,Crewed,Success,20.2,25,0,2020s,1
JAXA,Japan,2021,Probe,Success,144.5,273,0,2020s,1
JAXA,Japan,2021,Satellite,Success,206.5,342,0,2020s,1
JAXA,Japan,2021,Satellite,Success,475.4,6,0,2020s,1
JAXA,Japan,2021,Lander,Success,29.0,48,0,2020s,1
JAXA,Japan,2022,Probe,Success,364.2,28,0,2020s,1
JAXA,Japan,2022,Satellite,Success,172.5,162,0,2020s,1
JAXA,Japan,2023,Crewed,Success,124.7,52,4,2020s,1
JAXA,Japan,2023,Space Station,Success,16.4,192,4,2020s,1
JAXA,Japan,2023,Flyby,Success,90.5,524,0,2020s,1
JAXA,Japan,2023,Satellite,Success,54.3,17,0,2020s,1
Arianespace,Europe,1980,Rover,Success,22.9,25,0,1980s,1
Arianespace,Europe,1981,Satellite,Success,386.0,310,0,1980s,1
Arianespace,Europe,1982,Satellite,Success,6.0,109,2,1980s,1
Arianespace,Europe,1982,Rover,Success,717.4,32,0,1980s,1
Arianespace,Europe,1982,Flyby,Success,636.1,208,0,1980s,1
Arianespace,Europe,1983,Flyby,Failure,72.4,179,0,1980s,0
Arianespace,Europe,1984,Flyby,Failure,423.9,34,2,1980s,0
Arianespace,Europe,1985,Satellite,Success,364.9,180,0,1980s,1
Arianespace,Europe,1986,Crewed,Success,147.8,28,2,1980s,1
Arianespace,Europe,1987,Probe,Success,17.1,3,4,1980s,1
Arianespace,Europe,1988,Satellite,Partial Success,46.2,195,6,1980s,0
Arianespace,Europe,1989,Flyby,Partial Success,26.8,64,0,1980s,0
Arianespace,Europe,1989,Rover,Success,71.3,16,0,1980s,1
Arianespace,Europe,1989,Telescope,Partial Success,80.7,32,7,1980s,0
Arianespace,Europe,1990,Satellite,Success,130.4,475,0,1990s,1
Arianespace,Europe,1990,Crewed,Failure,185.0,236,0,1990s,0
Arianespace,Europe,1991,Probe,Success,836.9,115,2,1990s,1
Arianespace,Europe,1991,Rover,Success,135.7,391,0,1990s,1
Arianespace,Europe,1992,Satellite,Success,310.2,48,0,1990s,1
Arianespace,Europe,1992,Satellite,Success,105.8,31,6,1990s,1
Arianespace,Europe,1992,Space Station,Failure,78.3,258,0,1990s,0
Arianespace,Europe,1993,Probe,Success,91.2,131,0,1990s,1
Arianespace,Europe,1994,Probe,Failure,35.5,48,0,1990s,0
Arianespace,Europe,1994,Crewed,Failure,44.8,363,0,1990s,0
Arianespace,Europe,1994,Probe,Success,34.3,177,0,1990s,1
Arianespace,Europe,1994,Probe,Partial Success,99.8,150,4,1990s,0
Arianespace,Europe,1995,Satellite,Success,369.5,73,6,1990s,1
Arianespace,Europe,1995,Telescope,Success,117.4,24,0,1990s,1
Arianespace,Europe,1995,Telescope,Success,88.8,270,0,1990s,1
Arianespace,Europe,1995,Crewed,Success,391.7,223,0,1990s,1
Arianespace,Europe,1995,Satellite,Success,625.8,197,0,1990s,1
Arianespace,Europe,1996,Satellite,Success,189.6,269,0,1990s,1
Arianespace,Europe,1996,Space Station,Success,12.3,72,0,1990s,1
Arianespace,Europe,1996,Crewed,Partial Success,197.9,207,0,1990s,0
Arianespace,Europe,1997,Satellite,Success,317.3,606,0,1990s,1
Arianespace,Europe,1997,Satellite,Success,171.0,314,0,1990s,1
Arianespace,Europe,1998,Satellite,Success,69.0,264,2,1990s,1
Arianespace,Europe,1998,Flyby,Success,78.2,265,0,1990s,1
Arianespace,Europe,1998,Space Station,Failure,13.7,496,2,1990s,0
Arianespace,Europe,1999,Satellite,Partial Success,24.4,138,0,1990s,0
Arianespace,Europe,1999,Satellite,Success,484.2,8,0,1990s,1
Arianespace,Europe,1999,Probe,Success,403.8,197,2,1990s,1
Arianespace,Europe,1999,Probe,Success,92.3,124,0,1990s,1
Arianespace,Europe,2000,Satellite,Success,308.8,170,0,2000s,1
Arianespace,Europe,2000,Probe,Failure,11.4,177,0,2000s,0
Arianespace,Europe,2000,Rover,Success,579.1,125,0,2000s,1
Arianespace,Europe,2000,Satellite,Success,118.8,142,0,2000s,1
Arianespace,Europe,2001,Satellite,Success,311.6,24,0,2000s,1
Arianespace,Europe,2001,Telescope,Success,66.0,279,0,2000s,1
Arianespace,Europe,2001,Satellite,Success,187.6,372,0,2000s,1
Arianespace,Europe,2002,Lander,Success,213.4,20,0,2000s,1
Arianespace,Europe,2002,Flyby,Success,108.1,540,0,2000s,1
Arianespace,Europe,2002,Rover,Success,101.9,114,0,2000s,1
Arianespace,Europe,2003,Satellite,Success,236.9,119,0,2000s,1
Arianespace,Europe,2003,Satellite,Success,447.2,65,0,2000s,1
Arianespace,Europe,2003,Satellite,Success,5.4,70,0,2000s,1
Arianespace,Europe,2003,Crewed,Success,88.9,606,0,2000s,1
Arianespace,Europe,2004,Satellite,Success,185.3,3,0,2000s,1
Arianespace,Europe,2004,Satellite,Success,124.4,41,0,2000s,1
Arianespace,Europe,2005,Space Station,Success,65.2,230,0,2000s,1
Arianespace,Europe,2006,Satellite,Success,32.7,518,6,2000s,1
Arianespace,Europe,2006,Flyby,Success,118.1,56,0,2000s,1
Arianespace,Europe,2007,Satellite,Success,1128.8,291,0,2000s,1
Arianespace,Europe,2007,Satellite,Success,24.6,60,0,2000s,1
Arianespace,Europe,2007,Probe,Success,12.1,3,0,2000s,1
Arianespace,Europe,2007,Flyby,Success,152.2,291,0,2000s,1
Arianespace,Europe,2008,Rover,Success,27.6,129,0,2000s,1
Arianespace,Europe,2009,Satellite,Success,5.0,244,0,2000s,1
Arianespace,Europe,2009,Rover,Success,25.2,64,0,2000s,1
Arianespace,Europe,2009,Satellite,Success,100.7,94,7,2000s,1
Arianespace,Europe,2009,Satellite,Success,8.1,176,0,2000s,1
Arianespace,Europe,2010,Satellite,Success,135.0,42,0,2010s,1
Arianespace,Europe,2010,Satellite,Failure,243.5,279,0,2010s,0
Arianespace,Europe,2010,Satellite,Success,179.3,185,0,2010s,1
Arianespace,Europe,2010,Lander,Success,25.4,50,2,2010s,1
Arianespace,Europe,2011,Crewed,Success,378.9,189,0,2010s,1
Arianespace,Europe,2012,Probe,Success,19.7,92,0,2010s,1
Arianespace,Europe,2012,Rover,Success,25.0,82,0,2010s,1
Arianespace,Europe,2012,Rover,Success,184.3,38,0,2010s,1
Arianespace,Europe,2013,Rover,Partial Success,74.2,155,4,2010s,0
Arianespace,Europe,2013,Satellite,Success,71.4,333,0,2010s,1
Arianespace,Europe,2014,Lander,Success,212.2,167,0,2010s,1
Arianespace,Europe,2014,Lander,Success,13.5,112,0,2010s,1
Arianespace,Europe,2014,Satellite,Success,76.7,143,0,2010s,1
Arianespace,Europe,2014,Rover,Success,36.4,23,2,2010s,1
Arianespace,Europe,2015,Telescope,Success,64.6,474,0,2010s,1
Arianespace,Europe,2015,Probe,Success,158.6,53,0,2010s,1
Arianespace,Europe,2015,Satellite,Success,263.1,148,0,2010s,1
Arianespace,Europe,2015,Satellite,Success,126.2,364,0,2010s,1
Arianespace,Europe,2015,Probe,Failure,23.1,88,6,2010s,0
Arianespace,Europe,2016,Satellite,Success,229.1,105,0,2010s,1
Arianespace,Europe,2016,Crewed,Success,87.8,84,0,2010s,1
Arianespace,Europe,2016,Rover,Success,67.4,133,0,2010s,1
Arianespace,Europe,2016,Satellite,Success,406.4,231,0,2010s,1
Arianespace,Europe,2017,Probe,Success,118.4,80,0,2010s,1
Arianespace,Europe,2018,Satellite,Success,189.4,139,0,2010s,1
Arianespace,Europe,2018,Lander,Success,27.6,37,0,2010s,1
Arianespace,Europe,2018,Satellite,Success,155.4,189,2,2010s,1
Arianespace,Europe,2019,Flyby,Success,136.0,222,0,2010s,1
Arianespace,Europe,2020,Flyby,Success,518.3,139,0,2020s,1
Arianespace,Europe,2021,Satellite,Success,95.2,109,0,2020s,1
Arianespace,Europe,2021,Satellite,Success,105.1,319,0,2020s,1
Arianespace,Europe,2022,Rover,Success,515.7,397,0,2020s,1
Arianespace,Europe,2022,Satellite,Success,42.5,110,0,2020s,1
Arianespace,Europe,2022,Lander,Success,49.2,149,0,2020s,1
Arianespace,Europe,2022,Lander,Success,177.3,840,0,2020s,1
Arianespace,Europe,2023,Satellite,Success,310.0,11,2,2020s,1
Arianespace,Europe,2023,Satellite,Success,107.6,508,0,2020s,1
Arianespace,Europe,2023,Rover,Success,75.6,39,0,2020s,1
Arianespace,Europe,2023,Flyby,Success,215.3,126,7,2020s,1
